R:A::C:P,0,1 2 4 5,3,6
0,0.3230769230769231,0.12605042016806722,0.08571428571428572,0.10714285714285714
1 2 4 5,0.6615384615384615,0.7983193277310925,0.7142857142857143,0.8571428571428571
3,0.0,0.058823529411764705,0.11428571428571428,0.03571428571428571
6,0.015384615384615385,0.01680672268907563,0.08571428571428572,0.0
