R:A::C:P,0,1 2 4 5,3,6
0,0.5,0.35714285714285715,0.07142857142857142,0.07142857142857142
1 2 4 5,0.22994652406417113,0.5080213903743316,0.13368983957219252,0.12834224598930483
3,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333
6,0.16666666666666666,0.3333333333333333,0.5,0.0
