R:A::C:P,0,1 2 4 5,3,6
0,0.08502024291497975,0.06072874493927125,0.012145748987854251,0.012145748987854251
1 2 4 5,0.17408906882591094,0.38461538461538464,0.10121457489878542,0.09716599190283401
3,0.0,0.02834008097165992,0.016194331983805668,0.004048582995951417
6,0.004048582995951417,0.008097165991902834,0.012145748987854251,0.0
