R:A::C:P,0,1 3 4,2 5,6
0,0.43243243243243246,0.3783783783783784,0.16216216216216217,0.02702702702702703
1 3 4,0.210431654676259,0.4676258992805755,0.2158273381294964,0.10611510791366907
2 5,0.1509433962264151,0.4528301886792453,0.2641509433962264,0.1320754716981132
6,0.12531969309462915,0.3734015345268542,0.27621483375959077,0.22506393861892582
