R:A::C:P,0,1,2 4 6,3 5
0,0.022988505747126436,0.013649425287356323,0.010775862068965518,0.005747126436781609
1,0.06609195402298851,0.07255747126436782,0.09267241379310345,0.042385057471264365
2 4 6,0.06896551724137931,0.0653735632183908,0.23994252873563218,0.15660919540229884
3 5,0.02442528735632184,0.016522988505747127,0.05603448275862069,0.04525862068965517
