R:A::C:P,0 2,1 3,4 5
0 2,0.5,0.4473684210526316,0.05263157894736842
1 3,0.6153846153846154,0.358974358974359,0.02564102564102564
4 5,0.3333333333333333,0.3333333333333333,0.3333333333333333
