R:A::C:P,comedy,history,tragedy
comedy,0.5925925925925926,0.08333333333333333,0.2903225806451613
history,0.14814814814814814,0.7083333333333334,0.06451612903225806
tragedy,0.25925925925925924,0.20833333333333334,0.6451612903225806
