R:A::C:P,0 2,1,3,4 5,6
0 2,0.441340782122905,0.1787709497206704,0.15083798882681565,0.16201117318435754,0.0670391061452514
1,0.47345132743362833,0.1902654867256637,0.084070796460177,0.20353982300884957,0.048672566371681415
3,0.35294117647058826,0.08823529411764706,0.14705882352941177,0.2647058823529412,0.14705882352941177
4 5,0.32,0.08,0.16,0.26,0.18
6,0.2702702702702703,0.10810810810810811,0.08108108108108109,0.32432432432432434,0.21621621621621623
