R:A::C:P,0 2 3 4,1 5,6
0 2 3 4,0.4,0.3688118811881188,0.29797979797979796
1 5,0.34810126582278483,0.37376237623762376,0.25757575757575757
6,0.2518987341772152,0.25742574257425743,0.4444444444444444
