R:A::C:P,0 5,1,2,3 4 6
0 5,0.5194805194805194,0.1038961038961039,0.07792207792207792,0.2987012987012987
1,0.3072289156626506,0.18674698795180722,0.12650602409638553,0.3795180722891566
2,0.19753086419753085,0.20987654320987653,0.16049382716049382,0.43209876543209874
3 4 6,0.21153846153846154,0.057692307692307696,0.21153846153846154,0.5192307692307693
