R:A::C:P,0 1 4,2 6,3 5
0 1 4,0.48525073746312686,0.3005464480874317,0.2557471264367816
2 6,0.387905604719764,0.5655737704918032,0.5632183908045977
3 5,0.12684365781710916,0.13387978142076504,0.1810344827586207
