R:A::C:P,0,1 2 6,3 5,4
0,0.12598425196850394,0.04666666666666667,0.022988505747126436,0.031578947368421054
1 2 6,0.7086614173228346,0.7883333333333333,0.7327586206896551,0.7315789473684211
3 5,0.13385826771653545,0.12,0.1810344827586207,0.15263157894736842
4,0.031496062992125984,0.045,0.06321839080459771,0.08421052631578947
