R:A::C:P,0,1 2 6,3 5,4
0,0.022988505747126436,0.020114942528735632,0.005747126436781609,0.004310344827586207
1 2 6,0.12931034482758622,0.33979885057471265,0.18318965517241378,0.09985632183908046
3 5,0.02442528735632184,0.05172413793103448,0.04525862068965517,0.020833333333333332
4,0.005747126436781609,0.01939655172413793,0.015804597701149427,0.011494252873563218
