R:A::C:P,0,1,2,3 5,4 6
0,0.16911764705882354,0.08843537414965986,0.05660377358490566,0.07106598984771574,0.08717948717948718
1,0.4411764705882353,0.47619047619047616,0.330188679245283,0.2893401015228426,0.29743589743589743
2,0.16911764705882354,0.2108843537414966,0.2830188679245283,0.25380710659898476,0.19487179487179487
3 5,0.08088235294117647,0.10204081632653061,0.1320754716981132,0.18274111675126903,0.15897435897435896
4 6,0.13970588235294118,0.12244897959183673,0.19811320754716982,0.20304568527918782,0.26153846153846155
