R:A::C:P,0,1 3 4,2,5 6
0,0.029449423815621,0.03841229193341869,0.0076824583866837385,0.01792573623559539
1 3 4,0.09090909090909091,0.20358514724711907,0.0678617157490397,0.11011523687580026
2,0.029449423815621,0.10243277848911651,0.03841229193341869,0.0499359795134443
5 6,0.024327784891165175,0.10115236875800256,0.02176696542893726,0.06658130601792574
