R:A::C:P,0 1,2,3 4 5 6
0 1,0.5362637362637362,0.1010989010989011,0.3626373626373626
2,0.3236363636363636,0.14909090909090908,0.5272727272727272
3 4 5 6,0.23413897280966767,0.12235649546827794,0.6435045317220544
