R:A::C:P,0,1 2,3,4 6,5
0,0.3150684931506849,0.2602739726027397,0.0684931506849315,0.2328767123287671,0.1232876712328767
1 2,0.1836283185840708,0.3672566371681416,0.12168141592920353,0.21238938053097345,0.11504424778761062
3,0.08,0.34,0.18,0.24,0.16
4 6,0.12751677852348994,0.26174496644295303,0.12751677852348994,0.3422818791946309,0.14093959731543623
5,0.12280701754385964,0.21052631578947367,0.12280701754385964,0.3333333333333333,0.21052631578947367
