R:A::C:P,0,1 2,3,4 6,5
0,0.029449423815621,0.024327784891165175,0.006402048655569782,0.02176696542893726,0.011523687580025609
1 2,0.10627400768245839,0.21254801536491677,0.07042253521126761,0.12291933418693982,0.06658130601792574
3,0.005121638924455826,0.02176696542893726,0.011523687580025609,0.015364916773367477,0.010243277848911651
4 6,0.024327784891165175,0.0499359795134443,0.024327784891165175,0.06530089628681178,0.026888604353393086
5,0.008962868117797696,0.015364916773367477,0.008962868117797696,0.024327784891165175,0.015364916773367477
