R:A::C:P,0 3 4 6,1,2 5
0 3 4 6,0.2823275862068966,0.05100574712643678,0.12643678160919541
1,0.15517241379310345,0.07255747126436782,0.04597701149425287
2 5,0.15158045977011494,0.04454022988505747,0.07040229885057471
