R:A::C:P,0 3 4 6,1,2 5
0 3 4 6,0.4792682926829268,0.3034188034188034,0.5207100591715976
1,0.2634146341463415,0.43162393162393164,0.1893491124260355
2 5,0.2573170731707317,0.26495726495726496,0.28994082840236685
