R:A::C:P,0 1 3,2 5 6,4
0 1 3,0.7032967032967034,0.1978021978021978,0.0989010989010989
2 5 6,0.5161290322580645,0.41935483870967744,0.06451612903225806
4,0.25,0.5,0.25
