R:A::C:P,0 1,2,3 4,5 6
0 1,0.5102040816326531,0.17006802721088435,0.19387755102040816,0.12585034013605442
2,0.3333333333333333,0.21621621621621623,0.27927927927927926,0.17117117117117117
3 4,0.1896551724137931,0.2413793103448276,0.13793103448275862,0.43103448275862066
5 6,0.2857142857142857,0.09523809523809523,0.38095238095238093,0.23809523809523808
