R:A::C:P,0 1,2,3 4,5 6
0 1,0.28517110266159695,0.09505703422053231,0.10836501901140684,0.07034220532319392
2,0.07034220532319392,0.045627376425855515,0.058935361216730035,0.03612167300380228
3 4,0.02091254752851711,0.026615969581749048,0.015209125475285171,0.04752851711026616
5 6,0.034220532319391636,0.011406844106463879,0.045627376425855515,0.028517110266159697
