R:A::C:P,0,1 2 6,3 4 5
0,0.07446808510638298,0.04521276595744681,0.0398936170212766
1 2 6,0.15425531914893617,0.34308510638297873,0.20212765957446807
3 4 5,0.018617021276595744,0.047872340425531915,0.07446808510638298
