R:A::C:P,0,1 4 5,2,3 6
0,0.43243243243243246,0.40540540540540543,0.0945945945945946,0.06756756756756757
1 4 5,0.21272727272727274,0.44545454545454544,0.11818181818181818,0.22363636363636363
2,0.14181818181818182,0.4290909090909091,0.14909090909090908,0.28
3 6,0.13387423935091278,0.4077079107505071,0.11156186612576065,0.34685598377281945
