R:A::C:P,0,1 5,2 4,3,6
0,0.16911764705882354,0.08835341365461848,0.08490566037735849,0.05263157894736842,0.056179775280898875
1 5,0.49264705882352944,0.46184738955823296,0.33962264150943394,0.4,0.5056179775280899
2 4,0.22058823529411764,0.26506024096385544,0.33490566037735847,0.29473684210526313,0.1797752808988764
3,0.029411764705882353,0.0642570281124498,0.07075471698113207,0.09473684210526316,0.06741573033707865
6,0.08823529411764706,0.12048192771084337,0.16981132075471697,0.15789473684210525,0.19101123595505617
