R:A::C:P,0,1,2 4,3 5,6
0,0.43243243243243246,0.25675675675675674,0.17567567567567569,0.10810810810810811,0.02702702702702703
1,0.24146981627296588,0.2650918635170604,0.2335958005249344,0.15485564304461943,0.10498687664041995
2 4,0.13505747126436782,0.15804597701149425,0.3074712643678161,0.27298850574712646,0.12643678160919541
3 5,0.1717171717171717,0.11616161616161616,0.2727272727272727,0.3181818181818182,0.12121212121212122
6,0.12531969309462915,0.09207161125319693,0.24296675191815856,0.3145780051150895,0.22506393861892582
