R:A::C:P,0 1,2,3 4 5 6
0 1,0.5523809523809524,0.12380952380952381,0.3238095238095238
2,0.23529411764705882,0.23529411764705882,0.5294117647058824
3 4 5 6,0.2,0.2,0.6
