R:A::C:P,0,1 2 4,3,5 6
0,0.48148148148148145,0.4444444444444444,0.0,0.07407407407407407
1 2 4,0.2111111111111111,0.5777777777777777,0.12222222222222222,0.08888888888888889
3,0.0,0.4,0.4,0.2
5 6,0.25,0.25,0.5,0.0
