R:A::C:P,comedy,history,tragedy
comedy,0.6460674157303371,0.16292134831460675,0.19101123595505617
history,0.13392857142857142,0.6785714285714286,0.1875
tragedy,0.2815533980582524,0.27184466019417475,0.44660194174757284
