R:A::C:P,0,1,2,3,4,5,6,p
0,22,13,3,5,9,8,5,8
1,52,64,21,30,21,23,35,34
2,16,27,17,24,21,24,12,31
3,3,8,4,9,4,7,5,10
4,6,1,8,4,7,8,3,2
5,5,4,3,7,8,9,9,12
6,11,15,9,15,22,9,17,12
p,7,0,3,7,2,4,2,8
