R:A::C:P,0 1,2,3,4,5 6
0 1,0.5102040816326531,0.17006802721088435,0.08503401360544217,0.10884353741496598,0.12585034013605442
2,0.3333333333333333,0.21621621621621623,0.1891891891891892,0.09009009009009009,0.17117117117117117
3,0.17647058823529413,0.2647058823529412,0.14705882352941177,0.058823529411764705,0.35294117647058826
4,0.20833333333333334,0.20833333333333334,0.041666666666666664,0.0,0.5416666666666666
5 6,0.2857142857142857,0.09523809523809523,0.15873015873015872,0.2222222222222222,0.23809523809523808
