R:A::C:P,0,1,2 6,3,4 5
0,0.4666666666666667,0.13333333333333333,0.15,0.05,0.2
1,0.28313253012048195,0.18674698795180722,0.27710843373493976,0.10240963855421686,0.15060240963855423
2 6,0.1134020618556701,0.1958762886597938,0.3402061855670103,0.09278350515463918,0.25773195876288657
3,0.045454545454545456,0.045454545454545456,0.36363636363636365,0.13636363636363635,0.4090909090909091
4 5,0.1935483870967742,0.0,0.2903225806451613,0.16129032258064516,0.3548387096774194
