R:A::C:P,0 2 3 4,1,5 6
0 2 3 4,0.6286919831223629,0.15611814345991562,0.21518987341772153
1,0.6769911504424779,0.1902654867256637,0.13274336283185842
5 6,0.6666666666666666,0.09523809523809523,0.23809523809523808
