R:A::C:P,0,1 2 4,3,5 6
0,0.3010752688172043,0.11377245508982035,0.08108108108108109,0.12658227848101267
1 2 4,0.6344086021505376,0.7365269461077845,0.7027027027027027,0.6708860759493671
3,0.010752688172043012,0.0718562874251497,0.08108108108108109,0.0759493670886076
5 6,0.053763440860215055,0.07784431137724551,0.13513513513513514,0.12658227848101267
