R:A::C:P,0 1,2,3 4 5 6
0 1,0.46794871794871795,0.16666666666666666,0.36538461538461536
2,0.2777777777777778,0.18518518518518517,0.5370370370370371
3 4 5 6,0.16216216216216217,0.21621621621621623,0.6216216216216216
