R:A::C:P,0 2 6,1 5,3 4
0 2 6,0.4857142857142857,0.38461538461538464,0.44
1 5,0.45714285714285713,0.5897435897435898,0.38
3 4,0.05714285714285714,0.02564102564102564,0.18
