R:A::C:P,0,1 4 6,2,3 5
0,0.022988505747126436,0.01939655172413793,0.005028735632183908,0.005747126436781609
1 4 6,0.10704022988505747,0.28520114942528735,0.06824712643678162,0.14655172413793102
2,0.028017241379310345,0.08764367816091954,0.029454022988505746,0.05244252873563218
3 5,0.02442528735632184,0.05459770114942529,0.017959770114942528,0.04525862068965517
