R:A::C:P,0,1 4 6,2,3 5
0,0.12598425196850394,0.04340836012861737,0.041666666666666664,0.022988505747126436
1 4 6,0.5866141732283464,0.6382636655948553,0.5654761904761905,0.5862068965517241
2,0.15354330708661418,0.19614147909967847,0.24404761904761904,0.20977011494252873
3 5,0.13385826771653545,0.12218649517684887,0.1488095238095238,0.1810344827586207
