R:A::C:P,0,1 4 6,2,3 5
0,0.43243243243243246,0.36486486486486486,0.0945945945945946,0.10810810810810811
1 4 6,0.17633136094674556,0.46982248520710057,0.11242603550295859,0.24142011834319527
2,0.14181818181818182,0.44363636363636366,0.14909090909090908,0.26545454545454544
3 5,0.1717171717171717,0.3838383838383838,0.12626262626262627,0.3181818181818182
