R:A::C:P,0 3,1,2 4 5 6
0 3,0.3806818181818182,0.17045454545454544,0.44886363636363635
1,0.33070866141732286,0.2650918635170604,0.4041994750656168
2 4 5 6,0.28622754491017965,0.12335329341317365,0.5904191616766467
