R:A::C:P,0 3,1,2 4 5 6
0 3,0.048132183908045974,0.021551724137931036,0.05675287356321839
1,0.09051724137931035,0.07255747126436782,0.11063218390804598
2 4 5 6,0.17169540229885058,0.07399425287356322,0.3541666666666667
