R:A::C:P,0 3,1,2 4 5 6
0 3,0.1550925925925926,0.1282051282051282,0.10881542699724518
1,0.2916666666666667,0.43162393162393164,0.21212121212121213
2 4 5 6,0.5532407407407407,0.44017094017094016,0.6790633608815427
