R:A::C:P,0,1 5,2 3 4,6
0,0.10317460317460317,0.07142857142857142,0.03968253968253968,0.0
1 5,0.11904761904761904,0.20634920634920634,0.16666666666666666,0.0
2 3 4,0.03968253968253968,0.05555555555555555,0.1746031746031746,0.015873015873015872
6,0.0,0.0,0.007936507936507936,0.0
