R:A::C:P,0 3,1,2,4 6,5
0 3,0.3333333333333333,0.17073170731707318,0.12195121951219512,0.23577235772357724,0.13821138211382114
1,0.325,0.25,0.125,0.20714285714285716,0.09285714285714286
2,0.27325581395348836,0.18023255813953487,0.1744186046511628,0.22093023255813954,0.1511627906976744
4 6,0.2550335570469799,0.12080536912751678,0.14093959731543623,0.3422818791946309,0.14093959731543623
5,0.24561403508771928,0.12280701754385964,0.08771929824561403,0.3333333333333333,0.21052631578947367
