R:A::C:P,0 3,1,2,4 6,5
0 3,0.1774891774891775,0.14285714285714285,0.14150943396226415,0.14871794871794872,0.16666666666666666
1,0.3939393939393939,0.47619047619047616,0.330188679245283,0.29743589743589743,0.2549019607843137
2,0.20346320346320346,0.2108843537414966,0.2830188679245283,0.19487179487179487,0.2549019607843137
4 6,0.1645021645021645,0.12244897959183673,0.19811320754716982,0.26153846153846155,0.20588235294117646
5,0.06060606060606061,0.047619047619047616,0.04716981132075472,0.09743589743589744,0.11764705882352941
