R:A::C:P,0 5,1 3,2,4,6
0 5,0.48,0.2,0.14,0.1,0.08
1 3,0.3333333333333333,0.25396825396825395,0.1984126984126984,0.1111111111111111,0.10317460317460317
2,0.2222222222222222,0.2962962962962963,0.18518518518518517,0.1111111111111111,0.18518518518518517
4,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.09090909090909091
6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
