R:A::C:P,0,1,2 3,4 5,6
0,0.12598425196850394,0.0811965811965812,0.028901734104046242,0.030555555555555555,0.010101010101010102
1,0.36220472440944884,0.43162393162393164,0.21098265895953758,0.20833333333333334,0.20202020202020202
2 3,0.2204724409448819,0.2606837606837607,0.3179190751445087,0.275,0.25757575757575757
4 5,0.0984251968503937,0.07264957264957266,0.1676300578034682,0.14444444444444443,0.08585858585858586
6,0.19291338582677164,0.15384615384615385,0.2745664739884393,0.3416666666666667,0.4444444444444444
