R:A::C:P,0,1,2 3,4 5,6
0,0.43243243243243246,0.25675675675675674,0.13513513513513514,0.14864864864864866,0.02702702702702703
1,0.24146981627296588,0.2650918635170604,0.19160104986876642,0.1968503937007874,0.10498687664041995
2 3,0.14854111405835543,0.16180371352785147,0.2917771883289125,0.2625994694960212,0.13527851458885942
4 5,0.14792899408284024,0.10059171597633136,0.3431952662721893,0.3076923076923077,0.10059171597633136
6,0.12531969309462915,0.09207161125319693,0.24296675191815856,0.3145780051150895,0.22506393861892582
