R:A::C:P,0,1,2 4,3,5,6
0,28,8,11,3,5,5
1,47,31,42,17,4,25
2 4,12,17,33,9,6,18
3,1,1,11,3,4,2
5,4,0,3,4,3,3
6,1,2,8,1,3,1
