R:A::C:P,0 4 5,1,2 3 6
0 4 5,0.08620689655172414,0.02586206896551724,0.0625
1,0.11997126436781609,0.07255747126436782,0.08117816091954023
2 3 6,0.2349137931034483,0.06968390804597702,0.2471264367816092
