R:A::C:P,0,1 2 3 4,5 6
0,0.07446808510638298,0.05851063829787234,0.026595744680851064
1 2 3 4,0.1595744680851064,0.43617021276595747,0.15691489361702127
5 6,0.013297872340425532,0.047872340425531915,0.026595744680851064
