R:A::C:P,0 3,1,2,4,5 6
0 3,0.3806818181818182,0.17045454545454544,0.125,0.11931818181818182,0.20454545454545456
1,0.33070866141732286,0.2650918635170604,0.10236220472440945,0.13123359580052493,0.17060367454068243
2,0.28363636363636363,0.18181818181818182,0.14909090909090908,0.12363636363636364,0.26181818181818184
4,0.2876712328767123,0.0684931506849315,0.2191780821917808,0.2191780821917808,0.2054794520547945
5 6,0.2874743326488706,0.09856262833675565,0.1026694045174538,0.14168377823408623,0.36960985626283366
