R:A::C:P,0,1 2 5 6,3 4
0,0.40476190476190477,0.13432835820895522,0.18
1 2 5 6,0.5714285714285714,0.8059701492537313,0.64
3 4,0.023809523809523808,0.05970149253731343,0.18
