R:A::C:P,0 1 2,3 4 5,6
0 1 2,0.8985507246376812,0.7530864197530864,0.8928571428571429
3 4 5,0.08695652173913043,0.19753086419753085,0.10714285714285714
6,0.014492753623188406,0.04938271604938271,0.0
