R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.6444444444444445,0.21728395061728395,0.08148148148148149,0.056790123456790124
3 4,0.43103448275862066,0.13793103448275862,0.2413793103448276,0.1896551724137931
5,0.38461538461538464,0.5,0.0,0.11538461538461539
6,0.3783783783783784,0.2972972972972973,0.10810810810810811,0.21621621621621623
