R:A::C:P,0 4,1,2 3 5,6
0 4,0.29333333333333333,0.13559322033898305,0.13274336283185842,0.12962962962962962
1,0.4533333333333333,0.5254237288135594,0.37168141592920356,0.46296296296296297
2 3 5,0.21333333333333335,0.3050847457627119,0.4336283185840708,0.3888888888888889
6,0.04,0.03389830508474576,0.061946902654867256,0.018518518518518517
