R:A::C:P,0,1 6,2,3 4 5
0,0.07446808510638298,0.034574468085106384,0.010638297872340425,0.0398936170212766
1 6,0.1276595744680851,0.15691489361702127,0.06382978723404255,0.1356382978723404
2,0.026595744680851064,0.08776595744680851,0.034574468085106384,0.06648936170212766
3 4 5,0.018617021276595744,0.02127659574468085,0.026595744680851064,0.07446808510638298
