R:A::C:P,0 2,1,3 5,4
0 2,0.4318181818181818,0.47619047619047616,0.6428571428571429,0.0
1,0.4772727272727273,0.47619047619047616,0.35714285714285715,0.0
3 5,0.06818181818181818,0.047619047619047616,0.0,0.0
4,0.022727272727272728,0.0,0.0,1.0
