R:A::C:P,0,1,2,3,4,5,6,7,p
0,33,12,5,4,3,0,0,2,1
1,42,67,26,6,10,1,4,5,5
2,11,20,27,10,3,4,4,1,1
3,1,3,3,6,3,4,2,0,0
4,1,1,2,4,4,0,1,0,1
5,1,1,1,1,2,6,4,1,0
6,0,2,2,2,3,3,2,2,0
7,1,1,0,0,0,0,0,2,1
p,2,2,1,0,0,2,0,1,4
