R:A::C:P,0,1 3 6,2 4,5
0,0.12598425196850394,0.03934426229508197,0.036312849162011177,0.029411764705882353
1 3 6,0.6220472440944882,0.6442622950819672,0.5977653631284916,0.6411764705882353
2 4,0.18503937007874016,0.24754098360655738,0.2988826815642458,0.2529411764705882
5,0.06692913385826772,0.06885245901639345,0.0670391061452514,0.07647058823529412
