R:A::C:P,0,1 3 6,2 4,5
0,0.43243243243243246,0.32432432432432434,0.17567567567567569,0.06756756756756757
1 3 6,0.18077803203661327,0.4496567505720824,0.2448512585812357,0.12471395881006865
2 4,0.13505747126436782,0.4339080459770115,0.3074712643678161,0.1235632183908046
5,0.17708333333333334,0.4375,0.25,0.13541666666666666
