R:A::C:P,0,1,2 3 4,5 6
0,0.3010752688172043,0.13559322033898305,0.09655172413793103,0.12658227848101267
1,0.5053763440860215,0.5254237288135594,0.4068965517241379,0.3670886075949367
2 3 4,0.13978494623655913,0.3050847457627119,0.38620689655172413,0.379746835443038
5 6,0.053763440860215055,0.03389830508474576,0.1103448275862069,0.12658227848101267
