R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.8985507246376812,0.7384615384615385,0.8636363636363636
3 4,0.050724637681159424,0.18461538461538463,0.09090909090909091
5 6,0.050724637681159424,0.07692307692307693,0.045454545454545456
